category,venue_id,name,longitude,created_on,lattitude
default,5555,"CryptoBit, S.L.",2.6957838,1424271782,41.7823563
shopping,5556,Dede Computer,3.7489213,1424294953,51.0525147
default,5557,Bitspark Exchange and Remittance,114.129895,1424333027,22.2614346
default,5558,Studio Commercialista D'Angelo,11.8736244,1424340137,45.4081856
shopping,5559,Fantàsia Games Store,11.0394864,1424359861,45.890274
shopping,5560,Mary's Laundry & Dry Cleaners,-8.0988501,1424366137,53.9414569
default,5562,Arpeggio Music,3.717529,1424460869,51.0541044
shopping,5551,Colour bee painting,-114.0613853,1424217507,51.1521217
cafe,5565,Mediacafe au Calice du Dragon,-0.5669786,1424489211,44.8370086
default,5563,Helveticade Design Studio,144.9673906,1424472648,-37.8175628
default,8509,"Beardman Services & Supplies, C.A",-64.6436190605164,1473062435,10.1868347282228
default,5570,Beograund Radio,20.4822638,1425739651,44.7855709
nightlife,6117,Bartini,103.8457436,1389316509,1.2823394
default,5573,"Soporte Tecnico, Diseño Web, Programación y Seguridad informatica",-58.4903179,1424651928,-34.5808789
nightlife,5574,Laglers wein.kost.bar,15.4109047,1424697265,48.3662013
food,5575,DINE&DRINK,127.0294443,1424760827,37.4850347
default,5577,Sandro Benazzi - Creare Ricchezza,12.0737376,1424808910,44.9101675
default,5578,Alberto Mantovani - Creare Ricchezza,11.0896916,1424808773,45.4826683
default,5579,Roberto Terzi - Creare Ricchezza,12.2594858,1424810880,45.5145582
default,5580,Production MMM inc.,-73.8699822,1424883169,45.5720324
default,5581,Renzo Gracie SXM BJJ,-63.0832634,1424881144,18.0315076
food,5582,Pizzeria Gemini,-71.2296524,1424910347,46.829407
shopping,5584,Auto-Outlet Tampere,23.7671694,1424944358,61.4773041
shopping,8519,"CAMELEC, C.A.",-62.7135497331619,1473128129,8.31418771261729
default,5586,Malminkartanon Hammaslääkärit,24.8609654,1424968399,60.2467631
default,5587,Cookswell Jikos,36.7613986,1425121010,-1.2405517
food,5588,Restaurant Il Bugigattolo,2.3395767,1425185594,48.890891
default,5589,MailGhost,-2.1189598,1425217653,57.1308209
default,5590,Augustus Design,16.6008251,1425227490,51.8302298
cafe,5591,The EyeCafe,-0.3310277,1425232202,51.0632308
default,5592,Little Amsterdam,-5.6039062,1425247677,36.0132773
default,5593,Augustus Design,16.9941032,1425249981,51.073297
default,5597,Gino's Classic Barber Shoppe,-84.3522835,1425412096,33.9198929
cafe,5596,Nasch Café,6.8794098,1425334065,51.428467
default,5603,Balloun Law Professional Corporation,-122.5128519,1425690765,48.7215719
default,5598,Organic 7 Days (Green Capsule),103.8899536,1425546135,1.3316134
default,5599,Bitcoin Center Korea,126.994628,1425556477,37.5349423
default,5600,Lori's Locker,-79.5191334,1425612168,43.6044997
default,5601,Cognizance Nutrition,-3.3558829,1425657436,51.7202292
atm,5602,Lamassu Bitcoin ATM,-3.1817749,1425657437,51.4807772
default,5604,Limitless Law PLLC,-122.4686475,1425690765,48.7393169
default,5605,The Foundry,-122.4726931,1425690765,48.7502231
food,5585,Steak 'n Hoagie Shop,-80.677628,1424952324,35.0960357
nightlife,5569,Doblo Wine & Bar,19.060874,1424606613,47.4980806
shopping,8505,beitz24.de,8.53487244799908,1472827089,50.8582877012926
nightlife,8532,Rienda,132.567606568336,1473315674,33.2203481790857
lodging,5609,okupa lisboa,-9.1243968,1425801500,38.7208505
nightlife,5610,La Charanda Bar,-100.293384,1425807310,25.6508609
default,5611,Smile & Sense,-100.3579516,1425807667,25.6595119
shopping,5612,ComiCASTLE,-100.3166701,1425809867,25.6817691
default,5613,El Cowork,-100.3238134,1425810538,25.6464076
food,5614,La Gastronomica - Creare Ricchezza,13.7824958,1428743002,45.6529846
lodging,5615,Hostel BeerBicycle 王老先生旅舍,121.5041054,1425852105,25.0458604
food,5616,Restaurant BeerBicycle 王老先生火鍋店,121.5039157,1425852599,25.0458986
shopping,5617,BeerBicycle 王老先生有塊地單車店,121.5040303,1432906080,25.0459326
default,5618,Money Exchange BeerBicycle 王老先生兌換現金,121.5038148,1425853163,25.0459247
nightlife,5619,BeerBicycle Beer Bar王老先生有塊地單車吧 北投吧,121.4992638,1425853961,25.1094974
shopping,5620,BeerBicycle 王老先生有塊地單車 北投店,121.4994644,1425854104,25.1095981
default,5621,Exchange BeerBicycle 王老先生外幣兌換 北投店,121.4993013,1425854327,25.1097229
default,5622,Flexitech s.r.o.,14.4856813,1425888234,50.0378908
default,5624,Elegant,4.4225352,1425897829,50.9186346
default,5625,Erwin SOTIRI - Avocat - Lawyer,6.1278781,1425912108,49.6124015
cafe,5627,Global Tribe Cafe,-1.5427713,1425991921,53.7988422
default,10103,ASEA,-110.314047932625,1498154525,24.1536700920804
food,5629,Salsicia piu',7.5884417,1425997501,47.5516282
food,5630,Gado Gado,3.7216437,1429012799,51.0585536
shopping,5631,PIET Moodshop,3.72716,1426144602,51.0479856
shopping,5632,World's end comics Gent,3.7258623,1426152299,51.0390543
default,10104,Virtus informática,-49.3377542495728,1498171633,-25.4109938578913
default,5635,NWHR S.r.l.s.,11.0365521,1426256391,45.8928495
shopping,5638,Mario Filippini,10.4095244,1426313492,45.5556044
default,5639,Mokuhankan  Woodblock Prints,139.793986,1426522655,35.7131363
cafe,5640,Kavarna Union,14.5062526,1426352807,46.0524188
food,5642,Mi Sueno Food and Fun,-4.5021028,1426415275,36.6141993
default,5643,Diadem Jewellery,-2.3507124,1426423584,53.3856976
default,5645,360service,9.936414,1426442129,57.05684
default,5641,www.StakeCo.in,-95.2721419,1426401585,29.9413031
default,5608,CosteeleatioN,-75.5856807,1425785751,6.2585199
default,5649,The Soap Story,3.7245447,1426516908,51.0532026
lodging,5650,Къща за гости ВиП,23.0065545,1426517913,42.8083296
default,5651,Esthetiek Ilse D,3.7341966,1426518311,51.0385726
default,5652,Fairtime Danmark,9.613323,1426540914,56.1355
default,5653,Morning Train Technologies ApS,10.42986,1426540955,55.40114
default,5654,StiftIVS.dk,10.03926,1426540993,56.46698
atm,5655,Coinstation,144.964982,1426568377,-37.8224187
default,5656,Games Garage,103.890991,1426577543,1.3320116
cafe,5657,Jeq in The House,101.6351041,1426581936,3.1298561
cafe,5658,Jeq in The House,101.6351041,1426582165,3.1298561
default,5659,Hosptro2u.com,101.5952254,1426582673,3.130513
shopping,5661,MPX Glass,-85.65225,1426604706,42.9999226
default,5678,Mr Technical IT Consulting,-106.8185873,1426700117,40.5136905
food,5662,John's Hotdog Deli,12.5659021,1426607805,55.6731721
default,5663,Chillo i/s,12.5703,1426618542,55.67754
food,5664,Musen & Elefanten,12.5699,1426618583,55.67744
default,5665,Tatto-Liz,12.5719105,1426618611,55.6821211
default,5666,Chillo i/s,12.5703,1426620127,55.67754
default,5667,Virtusdata,12.34427,1426620196,55.72806
shopping,5668,Qvist Consult,11.7315928,1426620174,55.5133378
cafe,5669,Sankt Peders Cafe,12.5692,1426620178,55.67912
default,5670,Studio Dott.ssa Elisa Cerantola,11.907847,1426627199,45.4479201
default,5671,Bitcoin.Travel,5.5256524,1426663834,22.791276
default,5672,"ONYX engineering, spol. s r.o.",17.3001969,1426679241,49.5873963
default,5673,Darabanth Aukciósház,19.0578154,1426693207,47.5017938
default,5674,Cloxy,23.2999158,1426693572,42.6618396
default,5675,PeerName,23.2998701,1426693711,42.6616877
default,5676,ParadiseCleaning,-0.151076,1426694168,51.3622601
default,5677,Medián webDIAG Kft.,19.0533445,1426695600,47.5110394
shopping,5679,MANEFRAME Hairdooz,-122.4207504,1426715694,37.7903704
default,5680,SwitchMIA Miami Colocation,-80.1931007,1426732442,25.7759632
default,5681,NocRoom Miami IT Services,-80.1929695,1426732717,25.775908
default,5682,SoBIT Bitcoin Soical Network,-80.1930848,1426732967,25.7757896
default,5683,NocRoom Miami IT Services,-80.4152487,1426733143,25.6271665
default,5684,NocRoom Miami IT Services,-80.1341435,1426733332,25.7924764
default,5685,NocRoom Miami IT Services,-80.3177484,1426733250,25.7915453
default,5686,NocRoom Miami IT Services,-80.4234346,1426733470,25.6465617
default,5687,NocRoom Miami IT Services,-80.178944,1426733880,26.1888153
default,5689,Acorn Chiropractic Club,-122.637047,1426747687,38.2334703
sports,5691,Puls & Träning Tampella,23.7631016,1426754355,61.5046337
cafe,5648,Caffè Rosario,3.7239037,1426516709,51.0536983
default,8256,3D - animazioni - video - foto - grafiche,8.21936130523682,1467114817,44.9110278204465
default,5694,NocRoom IT Services Miami,-80.2302126,1426777734,25.7974819
default,5695,SwitchMIA Miami Colocation VPS,-80.2300297,1426777779,25.7975112
default,5696,SwitchMIA (peering point),-121.9200808,1426778180,37.4717745
food,5701,Double Dragon Chinese Restaurant,-85.7302547,1426967584,38.2261006
sports,5697,Endurance riding sport Club Topolis,22.236246,1426846880,56.0206088
attraction,5698,Keyhunt live escape room,12.5704656,1426856196,55.6831243
food,5699,Restaurant y Bar Hotzenplotz,-71.6223467,1426888486,-33.0483812
shopping,5700,TIenda-Kiosco 18,-58.2181167,1426927364,-33.5315689
shopping,5707,Hayward Cycle Salvage,-122.066623,1427238012,37.7157386
attraction,6450,Hof-Biergarten Grenzebach,11.0734665,1432367787,47.8990863
food,5702,The Ribhouse,3.7263721,1427044836,51.0388205
default,5703,Segway Málaga Experience,-4.4134031,1427821997,36.7185117
shopping,5718,Racquet Network,-114.1324746,1427570291,50.9623047
default,5705,Gabby's Place Apartment - short term rentals,14.4151616,1427212004,50.0780129
default,5706,Globe Computing Ltd,0.9582962,1427218773,50.9837539
default,5708,Apartment / rooms for rent,100.3063295,1427256033,5.3512288
atm,5712,Computer Tech Solutions,-81.3739854,1427404876,28.4947597
default,5711,Artnet Sp. z o.o.,18.6467375,1427364899,54.3583655
food,5714,Waterbean Coffee,-80.8640806,1427468916,35.4429858
atm,5713,"Fujicrypto Co.,Ltd. (Bitcoin ATM)",139.7335299,1427437029,35.6564205
default,5716,YUNIS,76.9577878,1427542986,43.3181082
default,5721,FurryCandy LLC,-93.6926098,1427739467,44.8434321
default,5693,NocRoom IT Services Miami,-80.1421336,1426777605,25.9462019
grocery,5719,Confetteria Filarmonica,10.9899757,1427706962,45.4387248
default,5720,wolkenlos - Bergführer,8.635422,1427726738,47.214486
default,5722,Actual Brewing Co,-82.9080986,1427788163,39.9868523
shopping,5724,Joseph B Young DMD PC,-122.7964783,1427821410,45.4073972
shopping,5723,naobi joiers,2.1427609,1427792875,41.388569
default,5726,East Meadow Car Wash Detailing & Window Tinting,-73.5314377,1427823388,40.7066111
cafe,5725,Euro Cafe / cafe  bar,-4.5024484,1427822955,36.6136694
default,5729,Liquids Vapor Shoppe,-83.1256586,1427828931,42.6596632
lodging,5730,Blue Almond Hostel,-81.7026713,1427832585,12.5766621
cafe,5704,Phoenix Rising Cafe,153.2225714,1427157423,-28.5918961
sports,5692,Puls & Träning Lielahti,23.6686796,1426754634,61.5201806
atm,8657,Iberobit,-4.97785270214081,1475746182,36.4998781934861
atm,5731,Euro Cafe / bitcoin atm,-4.5025663,1427832708,36.6137004
default,5732,Calzaturificio Lauretta,13.5865871,1427845998,43.2448968
shopping,5733,Trionauten,9.7249854,1427885229,52.3838165
food,5743,Made in Italy,9.5104579,1428244892,47.1545761
attraction,5736,Queen's English Institute,-6.1167244,1428063598,36.6816068
default,5737,inSTO - Internet usluge,18.4049005,1428089355,45.2102707
food,5738,내가찾던중식당 오즈,127.0164453,1428106642,37.5940538
default,5739,Doutor Rodrigo Gualberto,-37.0528589,1428935248,-10.9141281
food,5741,Black Pearl Asian Bistro,-122.5142772,1428202343,48.7887431
shopping,5745,sandiweb,-117.0951633,1428349289,32.8250249
default,5746,Louisville Pawn Depot,-85.6073665,1428386510,38.2631602
food,5748,Oasis Mexican Grill,-75.0750403,1428504182,39.9181408
default,5747,Studio Carollo,11.0370549,1428484415,45.8989625
default,5751,Bitcoin VPS Hosting,-80.192966,1428606791,25.7757397
default,5753,APC Integrated / A Plus Computer Services,-71.0504117,1428615006,42.2927701
atm,5752,Coinify,12.4975725,1428609990,55.703651
food,5757,Supper Bell,-104.9993451,1428702177,39.7485699
shopping,5754,Rent or Sell - Real Estate Portal,168.6838115,1428620395,-45.0321289
default,5755,hellas-herbs.com,23.0936759,1428686102,38.9562574
atm,5765,Bitcoin ATM,-121.4724458,1428974042,38.5287929
default,5758,Royal Kriyamaha Villa,115.1096532,1428730325,-8.6154458
default,5759,Marco Capogrosso - Creare Ricchezza,9.7888959,1428742713,45.6823039
default,5760,Anna Cipriani - Creare Ricchezza,10.8845682,1428743824,45.4806159
lodging,5761,Le Jardin des Barjavelles,6.2249361,1428849576,43.6240503
default,5762,lambdasoup.com,10.0509007,1428930496,53.584002
shopping,5735,Adi's Bike World,-71.0675595,1427981133,42.2698948
default,5764,Bitduka,36.774107,1428947970,-1.2959769
default,5767,Bruce Q's Barbershop and Salon,-118.2653153,1429309683,34.1253659
default,5768,Purchase Country Market,-73.7020693,1429378895,41.0380108
default,5771,Spots Pots Pottery,-87.382958,1429638947,36.0728732
default,5769,MakersLab,14.4505473,1429521956,50.1033514
shopping,5770,GN Sarl since 1993,-63.0795253,1429632281,18.0712811
food,5740,HotPoint & Tea Express,-122.48029,1428201013,48.7488281
default,5813,Tecnet,-71.6325451,1430501610,10.6961526
shopping,5763,Monstrosity Dreadlocks,151.1679613,1428934863,-33.8878347
atm,5734,Outpost Game Center Bitcoin ATM,3.7270322,1427979768,51.0372174
default,5774,Spark Digital,51.517445,1429692391,25.2725108
default,5775,Thibault van Renne,3.7246478,1429717950,51.0528093
food,5776,Mondvol,3.717415,1429718341,51.0406741
default,5777,OSSByte,3.7146097,1429718756,51.0517482
default,5778,Gedrukt,3.7223703,1429719133,51.0335851
shopping,5779,Ferramenta e Casalinghi.,8.5440705,1429774183,44.3439309
default,5782,Bird Eye Productions,-87.2591648,1429807077,30.5013297
food,5781,Envies de saison,3.0209538,1429802489,50.6327635
default,5784,Brooklyn Fleam,-73.9695136,1429857789,40.6877051
lodging,5785,Outside Inn,121.1506539,1429976629,22.761087
food,5786,Peking Garden,7.0441273,1429987852,50.992904
nightlife,5787,Taverne am Alten Markt,8.3587727,1429988451,52.0621489
grocery,5788,Hemels Pattiserie,5.9094551,1429999463,51.9807374
cafe,5789,Blueberry,17.9465955,1430052523,59.4033942
food,5790,lola restaurant,23.0959305,1430074165,38.9761863
shopping,5791,lola market,23.0958167,1430074376,38.9761637
cafe,5792,lola cafe,23.0961773,1430074644,38.9762531
default,5794,iDoktor NS - Apple prodaja i servis BTC LTC exchange,18.9778116,1430147793,45.6708291
default,9047,KAMRAN CHATTHA,71.2229919433594,1483130607,29.510433684908
shopping,5801,Gray&Sons,-80.1251651,1430319911,25.8931971
nightlife,5809,Spawn Point Small Bar,151.2051817,1430360132,-33.8694218
default,5797,Espai Bitcoin,2.8237483,1430177268,41.9691376
atm,5798,Caixer bitcoin Espai Bitcoin,2.8237426,1430239198,41.9691121
default,5799,Kask,16.2770111,1430294361,48.1784837
default,5800,Electro VIBE - Festas & Eventos,-49.2050589,1430299813,-25.4103708
default,5802,Awebia,30.5229174,1430321577,50.4426473
cafe,5803,Don Welindo,-65.4086375,1433170239,-24.7885972
atm,5804,Caixer bitcoin Infocoste Salou,1.1324543,1430323552,41.0838069
atm,5805,Caixer bitcoin Importmatica,0.6340061,1430324121,41.6106496
default,5806,Tripodi Autoscuola,15.6441114,1430335917,38.1042573
default,5807,Tegtmeier Internet Solutions e.K.,9.9997182,1430337840,53.5489408
lodging,5808,Giramondo Hostel,-46.6897139,1430352745,-23.5548107
nightlife,5810,Since I Left You,151.2048541,1430361147,-33.8694276
default,5812,Stillpoint Community Acupuncture,-123.5158548,1430438459,48.4335461
default,5811,SysWebTec Consutoria Digital,-52.9367679,1430417435,-29.656887
default,5780,The Print Shoppe,-97.8393064,1429775638,30.2394202
grocery,5773,East Asia Mart,23.7768338,1429658331,61.4975583
lodging,8276,Bio-Vitalhotel Weissenseerhof,13.3060258626938,1467202672,46.7168089531781
food,8275,Tian Restaurant,11.5759366750717,1467202186,48.134346562878
food,5817,Suppenstube,9.7173589,1432210145,52.3638739
sports,5818,AQUILA TANDEM PARAGLIDING (LIBTOUR),29.1236893,1430738414,36.5459923
lodging,5819,Apartments Rudy,14.6250325,1430772104,45.2182702
shopping,5820,AkutVodka,12.53774,1430858772,55.69925
default,5822,R&S Alimentos - Espetinhos & Eventos,-37.0622145,1430873365,-10.906572
food,5823,Mio Mio,9.7184302,1430905808,52.3652364
default,5824,PEY,9.7204429,1430907605,52.3681707
transport,5829,The Bike Station,-81.7846326,1431095257,36.634129
atm,5826,Guichet Instacoin - Houston Avenue Bar & Grill,-73.5096543,1431010581,45.7281486
default,5827,Jurandy do Sax,-34.8552651,1431027738,-7.03632
food,5828,St. Remy du Lac,-103.2650591,1431051577,20.3032952
shopping,5831,Looking Good,14.4873186,1431112083,35.9245769
shopping,5833,Carpet Repair,-112.2939312,1431236027,33.651836
shopping,5837,Amazing Flowers and Events,-122.4608919,1431415641,37.7830087
shopping,5834,APP Informàtica,2.8190904,1432507209,41.9759896
shopping,5835,Electro Fashion,-58.4418054,1431388987,-34.5743522
shopping,5825,Carpet Repair,-112.2649206,1430974537,33.6271683
shopping,5841,Carpet Repair-Jerry Boerwinkle,-112.2056543,1431556755,33.604525
attraction,5838,TAK Theater am Küchengarten,9.7140706,1433333381,52.3702339
nightlife,5839,Insider,9.717093,1431448398,52.3671165
shopping,5840,Beraldo Informática,-48.9682352,1431545517,-26.468332
shopping,5842,Persistir Pilchas,-58.4364912,1431570655,-34.6149258
default,5843,ProduWeb,-46.6767619,1431616427,-23.6151839
default,5844,Bitshop,24.1631885,1431623928,56.9359357
default,5845,Elite Diving Centre,29.1125236,1431672207,36.6242405
default,5846,Talleres Talia S.L.,-0.1138123,1431674705,39.9304596
nightlife,5847,Black Dog Pub,120.2941236,1431742731,22.6182889
default,5848,bisnesmart.com,-0.33805,1431796021,39.458733
atm,5849,ATM Espai Bitcoin,2.8237554,1431798860,41.9693321
atm,5850,ATM Infocoste Salou,1.1322793,1431799087,41.0835703
atm,5851,ATM Importmatica,0.6340536,1431799322,41.610547
default,5852,Elektro Zollinger,8.5274404,1431956161,47.4510182
default,5853,Vasagle Art Dealer. Emerging Art Markets,-0.1026775,1431961757,51.5234066
default,5986,TIBOR's Garage,-1.6274153,1393125523,52.8124009
cafe,5836,Altius Coffee Brewers,144.9564456,1431409062,-37.8196388
default,5815,Örsundsbro läkemedel,17.3098485,1430686833,59.7351697
default,8504,Joana Carvalho Aulas Particulares ,-45.8998864889145,1472696258,-23.2052158401665
food,5857,Seeds of Life,115.2642961,1432192457,-8.5082097
lodging,5858,Mednoza Inn,-68.8575215,1432234113,-32.8919159
default,5859,3GATTI ARCHITECTURE STUDIO,12.4936094,1432243664,41.8968138
atm,5860,Caixer bitcoin APP Informàtica,2.8473901,1432245896,41.6990321
default,5861,Multimeda & Animation Artist,174.6923603,1432251260,-36.7774348
default,5862,Multimeda & Animation Artist,174.6923603,1432251372,-36.7774348
shopping,5863,Offizieller Ledger Wallet Reseller (Schweiz),8.5643543,1432297393,47.2953136
default,5864,Villa Vinka,16.2102332,1432297715,43.0226929
food,5882,Marina Cafe,-122.7777586,1432830967,48.106726
default,5866,Beyond IT KG,12.2187839,1432389083,47.6377593
default,5867,World Bitcoin,-73.7092373,1432418056,45.5232618
default,5868,Android Development,98.346848,1432450821,7.9105484
shopping,5876,Good Robot,-79.4220565,1432683255,43.64308
default,5870,Freelance Designer,61.3990256,1432456173,55.1568173
food,5871,Restaurant Papalus,2.8187849,1432506617,41.6980962
default,5872,Raúl Muñoz Pacheco - Arquitecte Tècnic,2.824921,1432507593,41.9822339
default,5873,Jos Wielink Coaching,5.5669079,1432558889,51.95723
atm,5877,Cajero bitcoin Santa Engracia,-3.6972684,1432760594,40.4319827
nightlife,5878,ラニカイ,139.6991431,1432780081,35.6579112
default,5879,大澤税務会計事務所,139.767673,1432781487,35.7320785
shopping,5881,Nanitos - Peluqueria y Boutique,-65.2159465,1432828615,-26.8158556
default,5890,$300 Data Recovery,-118.3786666,1433014417,34.1396277
nightlife,5885,Time Bar,24.944314,1432910970,60.1694624
default,5886,Neo Smiles Dental Studio,103.9320133,1432971009,1.3257999
grocery,5887,Hühner-Eier. Hen's eggs,7.1029092,1432981135,50.2161744
default,5888,Global Tribe Crystals,-1.5427351,1432984049,53.7988242
shopping,5889,Cut,-1.0832173,1432984201,53.9647347
default,5894,BitLendingClub,-88.1656677,1433226435,42.0369841
food,5891,Bitcoin Gourmet,-68.0164569,1433212843,10.2130967
default,5892,HKBay,114.2176993,1433225265,22.4708706
default,5893,KULTUhR Tourbillon Watches,8.5532238,1433225859,47.3555139
shopping,5898,Liquids Vapor Shoppe,-83.0304674,1433319978,42.6254766
cafe,5895,The Home Academy,-3.9584424,1433266104,40.5768085
default,5896,QueroVinho.com,-49.2841982,1433266834,-25.4529075
shopping,5869,M Ward,-79.3721401,1432455257,43.655064
shopping,5880,Liberty Gun Sales,-94.841604,1432824428,37.1710043
default,5897,BitScan Pty.,151.0812051,1433304200,-33.7914917
food,5855,乃木坂ヴィラージュ,139.726493,1432109647,35.6681437
atm,8277,Athena Bitcoin ATM,-75.1561349630356,1467209797,39.9869769881503
food,5900,銀座沼津港,139.7686195,1433329788,35.6742561
shopping,5901,Librería Compás,-5.7557836,1433332996,41.5022138
default,5902,CeX,-1.0812673,1433463676,53.9599637
atm,5903,Guichet Bitcoin Instacoin - Euromarché,-73.711012,1433534067,45.5245185
atm,5905,Caixer bitcoin Universitat Pompeu Fabra Poblenou,2.1935943,1433712966,41.404082
shopping,5906,Pronoise,-0.3666343,1433760381,39.4672835
default,5907,GR Design,-41.9002268,1433772627,-22.7714255
default,5908,Annaka,-1.1578604,1433773443,45.3781168
default,5909,Avantgarden,13.4725758,1433774556,49.6935085
shopping,5915,Vivant Vintage,-71.132552,1404694897,42.3569728
default,5912,Pengland Mainz e.V.,8.2405324,1400062201,50.008749
transport,5913,Letisko Kráľova pri Senci,17.4651781,1388430992,48.2000939
food,5914,Hotel Gotthard,8.2077334,1383956358,47.4808099
default,5921,US Plastics Recovery,-84.0841295,1402765588,34.0024261
lodging,5916,Sandman,-73.523435,1405579020,45.5253956
default,5910,Bitcoin/Litecoin  Alim/satim,28.9848288,1386854291,41.0370747
default,5917,Fair Art,14.4327679,1406500104,50.0984776
default,5918,Wissenschaftsladen Dresden,13.7202605,1397677774,51.0571812
default,5911,West Oak Street,-86.9081894,1391631214,40.4317501
default,5922,Wee Three Trees Christmas Tree Farm,-84.514699,1386164314,33.4059202
default,5923,Lulu's at the Octagon,-122.0257177,1405571967,36.9750305
attraction,5924,Internet Archive,-122.4717026,1369308897,37.7824557
default,5927,A Broke Windshield,-111.9123274,1390578348,40.8505287
shopping,5928,All Shore Printing,-74.0213878,1400955871,40.1957088
food,5931,Chiusano's Brick Oven Pizzeria,-94.8268318,1395347022,39.1248368
lodging,5929,Agriturismo Il Falcone,10.4657579,1373143275,45.4945784
default,5930,Ingenieurbüro Heber,10.832698,1389700967,49.9099076
default,5933,"testLegal Video Consulting, LLC",-84.3496663,1379190349,33.9832245
shopping,5899,Liquids Vapor Shoppe,-83.0324522,1433320134,42.6514452
default,5940,Spring St. Smokehouse,-118.2369556,1396314219,34.0594267
default,5935,Multichannel Studios,-0.1018128,1400157018,51.5347309
default,5936,Power Road Studios,-0.2801741,1386864493,51.4936219
default,5941,Plug and Play Tech Center,-122.013469,1384732724,37.3843914
default,5938,"Windsurfschule CHUCK SURF, Strandbad Seerose",8.2241931,1385325529,47.2860646
default,5942,Aristotelis Triantafyllopoulos,21.7896808,1398940281,38.2850808
atm,8278,Athena Bitcoin ATM,-75.1747924089432,1467212509,40.035537769635
shopping,5944,KnipKnapper,4.7028673,1388794651,52.6704256
shopping,5956,Noram Auto Service,-121.9698965,1389316510,36.9845839
default,5947,Misura Maatwerk,5.0520091,1387227903,51.5106799
default,5948,Succes Facilitator,4.624346,1390325610,52.3481634
shopping,5949,Goede-Tijden,6.1963399,1387215966,52.2026936
shopping,5951,Beaubien,2.3595567,1401031210,48.8672153
food,5953,Olive,-0.4171481,1400493030,51.3842892
default,5955,Sickboards,4.3424741,1393691877,52.0660068
attraction,5965,National Air & Space Museum,-77.0186382,1396153092,38.8884635
default,5957,Studio Davide Oglialoro - Progettazione impianti elettrici,9.089832,1409934056,45.6990283
default,5958,Trafika U Holoubků,12.867278,1385824734,50.23006
lodging,5960,Hotel Rovereto,11.0376389,1421666877,45.8907977
grocery,5961,Mr Bitcoin,0.676955,1431481961,47.4081613
shopping,5962,wrak - kringwinkel,4.3435078,1427461402,51.0585975
default,5963,Need4seed,18.2547757,1397136224,49.8267485
default,5964,Klecka shop,18.2550559,1397136224,49.8264819
default,5970,Tech Ranch,-97.74311,1389316510,30.3827485
shopping,5967,Taxi,-75.8304051,1402876302,45.3948955
lodging,5966,Ferienwohnung Lessingpark,10.9076722,1385385590,50.6806813
default,5968,Via San Martino,10.6353574,1416936527,44.6956659
default,5969,Consulenza Finanziaria indipendente,11.1632332,1388488856,46.6706842
default,5978,Nooga Labs,-85.2897437,1386581199,35.0692154
default,5971,paul D. lucas - reklama a creative štúdio,19.3009865,1389222442,49.0770589
default,5973,B&B Jan Burglin Pracownia projektowa,17.5663352,1393232741,53.6842995
default,5974,Yigit Demirel Freelance WebMaster,31.9980787,1398180391,36.5546204
default,5975,Zahnarztpraxis Tomic,7.3250913,1388855671,51.4719351
default,5976,Packet Loss s.r.l.,10.2371405,1391437088,45.5281888
default,5977,Stickerzlab,-0.2510217,1384925484,44.5563059
shopping,5981,Toys R Us,-74.5519551,1394676867,40.9033651
default,5979,PCDUO.FR,2.2722251,1416231836,48.9132678
atm,5972,O'Neils on Wells,-87.6335336,1423619331,41.8764709
default,5982,Weingut Dahms,10.2458164,1402593659,50.0378489
default,5984,Glamsmile,3.6936849,1429296788,51.0479913
default,5985,Maison Bitcoinrat,-0.026427,1390789252,45.827512
default,6029,Massage remedies,-2.7210104,1391549074,51.1444443
default,5983,Jackie's Computers,-122.9203231,1393472973,49.2490036
default,5943,"M&P Group Slovakia, s.r.o.",17.1512987,1408433552,48.0470634
atm,8279,Athena Bitcoin ATM,-97.3324459791183,1467232360,32.7261232437694
shopping,6019,Unity Automotive,-79.2349516,1386352342,43.7393281
default,5998,CryptoTrustPoint,-98.4922547,1391642818,29.4270451
default,5990,Imperica,-1.2560396,1385729850,51.7461815
default,5991,Kunstsalon Europa,13.4169456,1389636756,52.5406765
default,5992,Auersperg,14.2877698,1400404128,48.298121
lodging,5993,Hotel Centrale Bellagio,9.2607695,1412427411,45.9878015
default,5995,CILICIA VARDAN PETROSYAN,18.6117068,1425049535,53.0126506
default,5996,Green Hostel,18.609068,1385936914,53.0116763
shopping,5997,Overclockers UK,-2.2413558,1422835336,53.0251412
nightlife,6000,Bad Genie,-87.906093,1380258704,43.0407955
default,5999,Chameleon SEO,172.7605733,1384339502,-43.5710131
food,6005,Chens Chinese Restaurant,-96.605829,1395399770,39.1902968
grocery,6001,AutoCoinage Bitcoin ATM/Mackay Depanneur,-73.578321,1417821011,45.4964474
default,6002,CeX Sheffield,-1.4673909,1414336867,53.3830536
cafe,6006,Alley Cat Cafe,-105.07834,1386809384,40.5786076
transport,6007,Law Office of Charlotte C Lin,-119.1813041,1400525865,34.2427375
default,6013,Erin Wooldridge at Burgess Pool,-122.1760114,1387958926,37.4535493
default,6025,"Keiding, Inc.",-87.9700376,1376337302,43.1328379
default,6008,Residence Sunny - Appartament Hotel,11.2693931,1404914862,46.4496209
default,6009,evado GmbH,7.5705714,1400157019,51.997458
default,6010,Molek servis - Peter Molek s.p.,14.3029053,1417129595,45.9737027
default,6011,Auktioneum,16.3697954,1422084295,48.2063191
